customer_id,segment,segment_strategy,churn_probability,churn_strategy
MH-18025,High Value,🎯 Target with loyalty rewards to maintain strong sales,0.0,✅ Low churn risk – maintain engagement
MH-18115,Low Value,💰 High potential – low frequency but high order value,0.0,✅ Low churn risk – maintain engagement
MJ-17740,Low Value,💰 High potential – low frequency but high order value,0.0,✅ Low churn risk – maintain engagement
MK-17905,High Value,🎯 Target with loyalty rewards to maintain strong sales,0.0,✅ Low churn risk – maintain engagement
MK-18160,High Value,🎯 Target with loyalty rewards to maintain strong sales,0.99,🚨 High churn risk – send personalized retention offer
ML-17395,Low Value,💰 High potential – low frequency but high order value,0.0,✅ Low churn risk – maintain engagement
ML-17410,High Value,🎯 Target with loyalty rewards to maintain strong sales,0.0,✅ Low churn risk – maintain engagement
ML-17755,High Value,🎯 Target with loyalty rewards to maintain strong sales,0.0,✅ Low churn risk – maintain engagement
ML-18040,High Value,🎯 Target with loyalty rewards to maintain strong sales,0.02,✅ Low churn risk – maintain engagement
ML-18265,High Value,🎯 Target with loyalty rewards to maintain strong sales,0.02,✅ Low churn risk – maintain engagement
MM-17260,High Value,🎯 Target with loyalty rewards to maintain strong sales,0.0,✅ Low churn risk – maintain engagement
MM-17920,Low Value,💰 High potential – low frequency but high order value,0.0,✅ Low churn risk – maintain engagement
MM-18055,High Value,🎯 Target with loyalty rewards to maintain strong sales,0.0,✅ Low churn risk – maintain engagement
MM-18280,High Value,🎯 Target with loyalty rewards to maintain strong sales,0.01,✅ Low churn risk – maintain engagement
MN-17935,High Value,🎯 Target with loyalty rewards to maintain strong sales,0.0,✅ Low churn risk – maintain engagement
MO-17500,High Value,🎯 Target with loyalty rewards to maintain strong sales,0.02,✅ Low churn risk – maintain engagement
MO-17800,High Value,🎯 Target with loyalty rewards to maintain strong sales,0.0,✅ Low churn risk – maintain engagement
MO-17950,High Value,🎯 Target with loyalty rewards to maintain strong sales,0.41,⚠️ Medium churn risk – follow-up via email/ads
MP-17470,Medium Value,"⚡ Upsell/cross-sell opportunities – high frequency, moderate value",0.98,🚨 High churn risk – send personalized retention offer
MP-17965,Low Value,💰 High potential – low frequency but high order value,0.0,✅ Low churn risk – maintain engagement
MP-18175,Low Value,💰 High potential – low frequency but high order value,0.0,✅ Low churn risk – maintain engagement
MR-17545,High Value,🎯 Target with loyalty rewards to maintain strong sales,0.0,✅ Low churn risk – maintain engagement
MS-17365,Low Value,💰 High potential – low frequency but high order value,1.0,🚨 High churn risk – send personalized retention offer
MS-17530,Medium Value,"⚡ Upsell/cross-sell opportunities – high frequency, moderate value",0.99,🚨 High churn risk – send personalized retention offer
MS-17710,Medium Value,"⚡ Upsell/cross-sell opportunities – high frequency, moderate value",0.99,🚨 High churn risk – send personalized retention offer
MS-17770,High Value,🎯 Target with loyalty rewards to maintain strong sales,0.0,✅ Low churn risk – maintain engagement
MS-17830,Medium Value,"⚡ Upsell/cross-sell opportunities – high frequency, moderate value",1.0,🚨 High churn risk – send personalized retention offer
MS-17980,High Value,🎯 Target with loyalty rewards to maintain strong sales,0.0,✅ Low churn risk – maintain engagement
MT-17815,High Value,🎯 Target with loyalty rewards to maintain strong sales,0.0,✅ Low churn risk – maintain engagement
MT-18070,High Value,🎯 Target with loyalty rewards to maintain strong sales,1.0,🚨 High churn risk – send personalized retention offer
MV-17485,High Value,🎯 Target with loyalty rewards to maintain strong sales,0.0,✅ Low churn risk – maintain engagement
MV-18190,High Value,🎯 Target with loyalty rewards to maintain strong sales,0.0,✅ Low churn risk – maintain engagement
MW-18220,Low Value,💰 High potential – low frequency but high order value,0.0,✅ Low churn risk – maintain engagement
MW-18235,At Risk,🚨 Immediate re-engagement – high churn risk,0.01,✅ Low churn risk – maintain engagement
MY-17380,High Value,🎯 Target with loyalty rewards to maintain strong sales,0.0,✅ Low churn risk – maintain engagement
MY-18295,Low Value,💰 High potential – low frequency but high order value,0.0,✅ Low churn risk – maintain engagement
MZ-17335,High Value,🎯 Target with loyalty rewards to maintain strong sales,0.0,✅ Low churn risk – maintain engagement
MZ-17515,High Value,🎯 Target with loyalty rewards to maintain strong sales,1.0,🚨 High churn risk – send personalized retention offer
NB-18580,Medium Value,"⚡ Upsell/cross-sell opportunities – high frequency, moderate value",0.98,🚨 High churn risk – send personalized retention offer
NB-18655,High Value,🎯 Target with loyalty rewards to maintain strong sales,0.0,✅ Low churn risk – maintain engagement
NC-18340,High Value,🎯 Target with loyalty rewards to maintain strong sales,1.0,🚨 High churn risk – send personalized retention offer
NC-18415,High Value,🎯 Target with loyalty rewards to maintain strong sales,0.0,✅ Low churn risk – maintain engagement
NC-18535,Low Value,💰 High potential – low frequency but high order value,0.0,✅ Low churn risk – maintain engagement
NC-18625,High Value,🎯 Target with loyalty rewards to maintain strong sales,0.98,🚨 High churn risk – send personalized retention offer
ND-18370,Low Value,💰 High potential – low frequency but high order value,0.0,✅ Low churn risk – maintain engagement
ND-18460,High Value,🎯 Target with loyalty rewards to maintain strong sales,0.93,🚨 High churn risk – send personalized retention offer
NF-18385,Low Value,💰 High potential – low frequency but high order value,0.0,✅ Low churn risk – maintain engagement
NF-18475,Medium Value,"⚡ Upsell/cross-sell opportunities – high frequency, moderate value",1.0,🚨 High churn risk – send personalized retention offer
NF-18595,High Value,🎯 Target with loyalty rewards to maintain strong sales,0.0,✅ Low churn risk – maintain engagement
NG-18355,High Value,🎯 Target with loyalty rewards to maintain strong sales,0.0,✅ Low churn risk – maintain engagement
NG-18430,High Value,🎯 Target with loyalty rewards to maintain strong sales,0.01,✅ Low churn risk – maintain engagement
NH-18610,High Value,🎯 Target with loyalty rewards to maintain strong sales,0.99,🚨 High churn risk – send personalized retention offer
NK-18490,High Value,🎯 Target with loyalty rewards to maintain strong sales,0.02,✅ Low churn risk – maintain engagement
NL-18310,High Value,🎯 Target with loyalty rewards to maintain strong sales,0.0,✅ Low churn risk – maintain engagement
NM-18445,Low Value,💰 High potential – low frequency but high order value,0.0,✅ Low churn risk – maintain engagement
NM-18520,Low Value,💰 High potential – low frequency but high order value,1.0,🚨 High churn risk – send personalized retention offer
NP-18325,Low Value,💰 High potential – low frequency but high order value,0.0,✅ Low churn risk – maintain engagement
NP-18670,High Value,🎯 Target with loyalty rewards to maintain strong sales,0.0,✅ Low churn risk – maintain engagement
NP-18685,Medium Value,"⚡ Upsell/cross-sell opportunities – high frequency, moderate value",0.98,🚨 High churn risk – send personalized retention offer
NP-18700,Low Value,💰 High potential – low frequency but high order value,0.0,✅ Low churn risk – maintain engagement
NR-18550,High Value,🎯 Target with loyalty rewards to maintain strong sales,1.0,🚨 High churn risk – send personalized retention offer
NS-18505,High Value,🎯 Target with loyalty rewards to maintain strong sales,0.0,✅ Low churn risk – maintain engagement
NS-18640,Low Value,💰 High potential – low frequency but high order value,0.01,✅ Low churn risk – maintain engagement
NW-18400,Low Value,💰 High potential – low frequency but high order value,0.0,✅ Low churn risk – maintain engagement
NZ-18565,High Value,🎯 Target with loyalty rewards to maintain strong sales,0.0,✅ Low churn risk – maintain engagement
ON-18715,High Value,🎯 Target with loyalty rewards to maintain strong sales,1.0,🚨 High churn risk – send personalized retention offer
OT-18730,High Value,🎯 Target with loyalty rewards to maintain strong sales,0.0,✅ Low churn risk – maintain engagement
PA-19060,High Value,🎯 Target with loyalty rewards to maintain strong sales,0.0,✅ Low churn risk – maintain engagement
PB-18805,High Value,🎯 Target with loyalty rewards to maintain strong sales,0.0,✅ Low churn risk – maintain engagement
PB-19105,High Value,🎯 Target with loyalty rewards to maintain strong sales,0.0,✅ Low churn risk – maintain engagement
PB-19150,High Value,🎯 Target with loyalty rewards to maintain strong sales,0.0,✅ Low churn risk – maintain engagement
PB-19210,Medium Value,"⚡ Upsell/cross-sell opportunities – high frequency, moderate value",0.99,🚨 High churn risk – send personalized retention offer
PC-18745,High Value,🎯 Target with loyalty rewards to maintain strong sales,0.0,✅ Low churn risk – maintain engagement
PC-19000,Medium Value,"⚡ Upsell/cross-sell opportunities – high frequency, moderate value",1.0,🚨 High churn risk – send personalized retention offer
PF-19120,Medium Value,"⚡ Upsell/cross-sell opportunities – high frequency, moderate value",0.98,🚨 High churn risk – send personalized retention offer
PF-19165,High Value,🎯 Target with loyalty rewards to maintain strong sales,0.95,🚨 High churn risk – send personalized retention offer
PF-19225,High Value,🎯 Target with loyalty rewards to maintain strong sales,0.0,✅ Low churn risk – maintain engagement
PG-18820,Low Value,💰 High potential – low frequency but high order value,0.0,✅ Low churn risk – maintain engagement
PG-18895,High Value,🎯 Target with loyalty rewards to maintain strong sales,0.0,✅ Low churn risk – maintain engagement
PH-18790,High Value,🎯 Target with loyalty rewards to maintain strong sales,0.01,✅ Low churn risk – maintain engagement
PJ-18835,High Value,🎯 Target with loyalty rewards to maintain strong sales,0.0,✅ Low churn risk – maintain engagement
PJ-19015,High Value,🎯 Target with loyalty rewards to maintain strong sales,0.0,✅ Low churn risk – maintain engagement
PK-18910,Medium Value,"⚡ Upsell/cross-sell opportunities – high frequency, moderate value",1.0,🚨 High churn risk – send personalized retention offer
PK-19075,Low Value,💰 High potential – low frequency but high order value,0.01,✅ Low churn risk – maintain engagement
PL-18925,High Value,🎯 Target with loyalty rewards to maintain strong sales,0.0,✅ Low churn risk – maintain engagement
PM-18940,Medium Value,"⚡ Upsell/cross-sell opportunities – high frequency, moderate value",1.0,🚨 High churn risk – send personalized retention offer
PM-19135,High Value,🎯 Target with loyalty rewards to maintain strong sales,0.0,✅ Low churn risk – maintain engagement
PN-18775,High Value,🎯 Target with loyalty rewards to maintain strong sales,0.0,✅ Low churn risk – maintain engagement
PO-18850,Low Value,💰 High potential – low frequency but high order value,0.0,✅ Low churn risk – maintain engagement
PO-18865,High Value,🎯 Target with loyalty rewards to maintain strong sales,0.0,✅ Low churn risk – maintain engagement
PO-19180,Low Value,💰 High potential – low frequency but high order value,0.01,✅ Low churn risk – maintain engagement
PO-19195,High Value,🎯 Target with loyalty rewards to maintain strong sales,0.0,✅ Low churn risk – maintain engagement
PP-18955,Low Value,💰 High potential – low frequency but high order value,0.0,✅ Low churn risk – maintain engagement
PR-18880,High Value,🎯 Target with loyalty rewards to maintain strong sales,0.0,✅ Low churn risk – maintain engagement
PS-18760,High Value,🎯 Target with loyalty rewards to maintain strong sales,0.0,✅ Low churn risk – maintain engagement
PS-18970,High Value,🎯 Target with loyalty rewards to maintain strong sales,0.0,✅ Low churn risk – maintain engagement
PS-19045,Low Value,💰 High potential – low frequency but high order value,0.98,🚨 High churn risk – send personalized retention offer
PT-19090,High Value,🎯 Target with loyalty rewards to maintain strong sales,0.01,✅ Low churn risk – maintain engagement
PV-18985,High Value,🎯 Target with loyalty rewards to maintain strong sales,0.0,✅ Low churn risk – maintain engagement
PW-19030,Low Value,💰 High potential – low frequency but high order value,0.0,✅ Low churn risk – maintain engagement
PW-19240,Medium Value,"⚡ Upsell/cross-sell opportunities – high frequency, moderate value",0.99,🚨 High churn risk – send personalized retention offer
QJ-19255,Low Value,💰 High potential – low frequency but high order value,0.01,✅ Low churn risk – maintain engagement
RA-19285,High Value,🎯 Target with loyalty rewards to maintain strong sales,0.0,✅ Low churn risk – maintain engagement
RA-19885,Low Value,💰 High potential – low frequency but high order value,0.01,✅ Low churn risk – maintain engagement
RA-19915,Low Value,💰 High potential – low frequency but high order value,0.0,✅ Low churn risk – maintain engagement
RA-19945,High Value,🎯 Target with loyalty rewards to maintain strong sales,0.0,✅ Low churn risk – maintain engagement
RB-19330,High Value,🎯 Target with loyalty rewards to maintain strong sales,0.02,✅ Low churn risk – maintain engagement
RB-19360,At Risk,🚨 Immediate re-engagement – high churn risk,0.0,✅ Low churn risk – maintain engagement
RB-19435,High Value,🎯 Target with loyalty rewards to maintain strong sales,0.0,✅ Low churn risk – maintain engagement
RB-19465,Low Value,💰 High potential – low frequency but high order value,0.0,✅ Low churn risk – maintain engagement
RB-19570,High Value,🎯 Target with loyalty rewards to maintain strong sales,0.01,✅ Low churn risk – maintain engagement
RB-19645,Medium Value,"⚡ Upsell/cross-sell opportunities – high frequency, moderate value",0.99,🚨 High churn risk – send personalized retention offer
RB-19705,High Value,🎯 Target with loyalty rewards to maintain strong sales,0.0,✅ Low churn risk – maintain engagement
RB-19795,Low Value,💰 High potential – low frequency but high order value,0.0,✅ Low churn risk – maintain engagement
RC-19825,Medium Value,"⚡ Upsell/cross-sell opportunities – high frequency, moderate value",1.0,🚨 High churn risk – send personalized retention offer
RC-19960,High Value,🎯 Target with loyalty rewards to maintain strong sales,0.0,✅ Low churn risk – maintain engagement
RD-19480,Low Value,💰 High potential – low frequency but high order value,0.0,✅ Low churn risk – maintain engagement
RD-19585,Low Value,💰 High potential – low frequency but high order value,0.11,✅ Low churn risk – maintain engagement
RD-19660,High Value,🎯 Target with loyalty rewards to maintain strong sales,0.0,✅ Low churn risk – maintain engagement
RD-19720,High Value,🎯 Target with loyalty rewards to maintain strong sales,0.0,✅ Low churn risk – maintain engagement
RD-19810,High Value,🎯 Target with loyalty rewards to maintain strong sales,0.0,✅ Low churn risk – maintain engagement
RD-19900,Low Value,💰 High potential – low frequency but high order value,0.0,✅ Low churn risk – maintain engagement
RD-19930,High Value,🎯 Target with loyalty rewards to maintain strong sales,0.02,✅ Low churn risk – maintain engagement
RE-19405,Medium Value,"⚡ Upsell/cross-sell opportunities – high frequency, moderate value",1.0,🚨 High churn risk – send personalized retention offer
RE-19450,High Value,🎯 Target with loyalty rewards to maintain strong sales,0.95,🚨 High churn risk – send personalized retention offer
RF-19345,Low Value,💰 High potential – low frequency but high order value,0.98,🚨 High churn risk – send personalized retention offer
RF-19735,High Value,🎯 Target with loyalty rewards to maintain strong sales,0.0,✅ Low churn risk – maintain engagement
RF-19840,High Value,🎯 Target with loyalty rewards to maintain strong sales,0.0,✅ Low churn risk – maintain engagement
RH-19495,High Value,🎯 Target with loyalty rewards to maintain strong sales,0.0,✅ Low churn risk – maintain engagement
RH-19510,Low Value,💰 High potential – low frequency but high order value,0.99,🚨 High churn risk – send personalized retention offer
RH-19555,Medium Value,"⚡ Upsell/cross-sell opportunities – high frequency, moderate value",1.0,🚨 High churn risk – send personalized retention offer
RH-19600,Medium Value,"⚡ Upsell/cross-sell opportunities – high frequency, moderate value",1.0,🚨 High churn risk – send personalized retention offer
RK-19300,High Value,🎯 Target with loyalty rewards to maintain strong sales,0.0,✅ Low churn risk – maintain engagement
RL-19615,Low Value,💰 High potential – low frequency but high order value,0.01,✅ Low churn risk – maintain engagement
RM-19375,Medium Value,"⚡ Upsell/cross-sell opportunities – high frequency, moderate value",1.0,🚨 High churn risk – send personalized retention offer
RM-19675,Low Value,💰 High potential – low frequency but high order value,0.04,✅ Low churn risk – maintain engagement
RM-19750,Medium Value,"⚡ Upsell/cross-sell opportunities – high frequency, moderate value",1.0,🚨 High churn risk – send personalized retention offer
RO-19780,High Value,🎯 Target with loyalty rewards to maintain strong sales,0.01,✅ Low churn risk – maintain engagement
RP-19270,Medium Value,"⚡ Upsell/cross-sell opportunities – high frequency, moderate value",1.0,🚨 High churn risk – send personalized retention offer
RP-19390,Low Value,💰 High potential – low frequency but high order value,0.0,✅ Low churn risk – maintain engagement
RP-19855,High Value,🎯 Target with loyalty rewards to maintain strong sales,0.0,✅ Low churn risk – maintain engagement
RR-19315,High Value,🎯 Target with loyalty rewards to maintain strong sales,0.02,✅ Low churn risk – maintain engagement
RR-19525,High Value,🎯 Target with loyalty rewards to maintain strong sales,0.01,✅ Low churn risk – maintain engagement
RS-19420,High Value,🎯 Target with loyalty rewards to maintain strong sales,0.0,✅ Low churn risk – maintain engagement
RS-19765,Low Value,💰 High potential – low frequency but high order value,0.0,✅ Low churn risk – maintain engagement
RS-19870,High Value,🎯 Target with loyalty rewards to maintain strong sales,0.07,✅ Low churn risk – maintain engagement
RW-19540,Low Value,💰 High potential – low frequency but high order value,0.0,✅ Low churn risk – maintain engagement
RW-19630,Low Value,💰 High potential – low frequency but high order value,0.0,✅ Low churn risk – maintain engagement
RW-19690,High Value,🎯 Target with loyalty rewards to maintain strong sales,0.0,✅ Low churn risk – maintain engagement
SA-20830,Low Value,💰 High potential – low frequency but high order value,0.0,✅ Low churn risk – maintain engagement
SB-20170,High Value,🎯 Target with loyalty rewards to maintain strong sales,1.0,🚨 High churn risk – send personalized retention offer
SB-20185,Low Value,💰 High potential – low frequency but high order value,0.99,🚨 High churn risk – send personalized retention offer
SB-20290,Low Value,💰 High potential – low frequency but high order value,0.0,✅ Low churn risk – maintain engagement
SC-20020,Medium Value,"⚡ Upsell/cross-sell opportunities – high frequency, moderate value",0.99,🚨 High churn risk – send personalized retention offer
SC-20050,Low Value,💰 High potential – low frequency but high order value,0.0,✅ Low churn risk – maintain engagement
SC-20095,At Risk,🚨 Immediate re-engagement – high churn risk,0.99,🚨 High churn risk – send personalized retention offer
SC-20230,Low Value,💰 High potential – low frequency but high order value,0.01,✅ Low churn risk – maintain engagement
SC-20260,Low Value,💰 High potential – low frequency but high order value,1.0,🚨 High churn risk – send personalized retention offer
SC-20305,High Value,🎯 Target with loyalty rewards to maintain strong sales,0.0,✅ Low churn risk – maintain engagement
SC-20380,Low Value,💰 High potential – low frequency but high order value,0.0,✅ Low churn risk – maintain engagement
SC-20440,High Value,🎯 Target with loyalty rewards to maintain strong sales,0.0,✅ Low churn risk – maintain engagement
SC-20575,High Value,🎯 Target with loyalty rewards to maintain strong sales,0.0,✅ Low churn risk – maintain engagement
SC-20680,High Value,🎯 Target with loyalty rewards to maintain strong sales,0.0,✅ Low churn risk – maintain engagement
SC-20695,Low Value,💰 High potential – low frequency but high order value,0.0,✅ Low churn risk – maintain engagement
SC-20725,Low Value,💰 High potential – low frequency but high order value,0.99,🚨 High churn risk – send personalized retention offer
SC-20770,High Value,🎯 Target with loyalty rewards to maintain strong sales,0.0,✅ Low churn risk – maintain engagement
SC-20800,High Value,🎯 Target with loyalty rewards to maintain strong sales,0.0,✅ Low churn risk – maintain engagement
SC-20845,High Value,🎯 Target with loyalty rewards to maintain strong sales,0.0,✅ Low churn risk – maintain engagement
SD-20485,Low Value,💰 High potential – low frequency but high order value,0.97,🚨 High churn risk – send personalized retention offer
SE-20110,Low Value,💰 High potential – low frequency but high order value,0.0,✅ Low churn risk – maintain engagement
SF-20065,High Value,🎯 Target with loyalty rewards to maintain strong sales,0.0,✅ Low churn risk – maintain engagement
SF-20200,Low Value,💰 High potential – low frequency but high order value,0.0,✅ Low churn risk – maintain engagement
SF-20965,Low Value,💰 High potential – low frequency but high order value,0.0,✅ Low churn risk – maintain engagement
SG-20080,High Value,🎯 Target with loyalty rewards to maintain strong sales,0.0,✅ Low churn risk – maintain engagement
SG-20470,High Value,🎯 Target with loyalty rewards to maintain strong sales,0.87,🚨 High churn risk – send personalized retention offer
SG-20605,High Value,🎯 Target with loyalty rewards to maintain strong sales,0.01,✅ Low churn risk – maintain engagement
SG-20890,High Value,🎯 Target with loyalty rewards to maintain strong sales,0.98,🚨 High churn risk – send personalized retention offer
SH-19975,Low Value,💰 High potential – low frequency but high order value,0.0,✅ Low churn risk – maintain engagement
SH-20395,High Value,🎯 Target with loyalty rewards to maintain strong sales,0.0,✅ Low churn risk – maintain engagement
SH-20635,Medium Value,"⚡ Upsell/cross-sell opportunities – high frequency, moderate value",0.99,🚨 High churn risk – send personalized retention offer
SJ-20125,Low Value,💰 High potential – low frequency but high order value,0.0,✅ Low churn risk – maintain engagement
SJ-20215,High Value,🎯 Target with loyalty rewards to maintain strong sales,0.0,✅ Low churn risk – maintain engagement
SJ-20500,High Value,🎯 Target with loyalty rewards to maintain strong sales,1.0,🚨 High churn risk – send personalized retention offer
SK-19990,High Value,🎯 Target with loyalty rewards to maintain strong sales,0.01,✅ Low churn risk – maintain engagement
SL-20155,High Value,🎯 Target with loyalty rewards to maintain strong sales,0.0,✅ Low churn risk – maintain engagement
SM-20005,Medium Value,"⚡ Upsell/cross-sell opportunities – high frequency, moderate value",0.97,🚨 High churn risk – send personalized retention offer
SM-20320,At Risk,🚨 Immediate re-engagement – high churn risk,0.02,✅ Low churn risk – maintain engagement
SM-20905,Medium Value,"⚡ Upsell/cross-sell opportunities – high frequency, moderate value",0.99,🚨 High churn risk – send personalized retention offer
SM-20950,Low Value,💰 High potential – low frequency but high order value,0.01,✅ Low churn risk – maintain engagement
SN-20560,High Value,🎯 Target with loyalty rewards to maintain strong sales,0.0,✅ Low churn risk – maintain engagement
SN-20710,High Value,🎯 Target with loyalty rewards to maintain strong sales,0.0,✅ Low churn risk – maintain engagement
SO-20335,High Value,🎯 Target with loyalty rewards to maintain strong sales,0.0,✅ Low churn risk – maintain engagement
SP-20545,High Value,🎯 Target with loyalty rewards to maintain strong sales,0.99,🚨 High churn risk – send personalized retention offer
SP-20620,Low Value,💰 High potential – low frequency but high order value,0.0,✅ Low churn risk – maintain engagement
SP-20650,High Value,🎯 Target with loyalty rewards to maintain strong sales,0.98,🚨 High churn risk – send personalized retention offer
SP-20860,Low Value,💰 High potential – low frequency but high order value,0.0,✅ Low churn risk – maintain engagement
SP-20920,High Value,🎯 Target with loyalty rewards to maintain strong sales,0.0,✅ Low churn risk – maintain engagement
SR-20425,High Value,🎯 Target with loyalty rewards to maintain strong sales,0.0,✅ Low churn risk – maintain engagement
SR-20740,Low Value,💰 High potential – low frequency but high order value,0.99,🚨 High churn risk – send personalized retention offer
SS-20140,High Value,🎯 Target with loyalty rewards to maintain strong sales,0.0,✅ Low churn risk – maintain engagement
SS-20410,High Value,🎯 Target with loyalty rewards to maintain strong sales,0.0,✅ Low churn risk – maintain engagement
SS-20515,Medium Value,"⚡ Upsell/cross-sell opportunities – high frequency, moderate value",1.0,🚨 High churn risk – send personalized retention offer
SS-20590,Medium Value,"⚡ Upsell/cross-sell opportunities – high frequency, moderate value",0.98,🚨 High churn risk – send personalized retention offer
SS-20875,High Value,🎯 Target with loyalty rewards to maintain strong sales,0.02,✅ Low churn risk – maintain engagement
ST-20530,High Value,🎯 Target with loyalty rewards to maintain strong sales,0.02,✅ Low churn risk – maintain engagement
SU-20665,High Value,🎯 Target with loyalty rewards to maintain strong sales,0.01,✅ Low churn risk – maintain engagement
SV-20365,Low Value,💰 High potential – low frequency but high order value,0.0,✅ Low churn risk – maintain engagement
SV-20785,Low Value,💰 High potential – low frequency but high order value,0.98,🚨 High churn risk – send personalized retention offer
SV-20815,High Value,🎯 Target with loyalty rewards to maintain strong sales,0.0,✅ Low churn risk – maintain engagement
SV-20935,High Value,🎯 Target with loyalty rewards to maintain strong sales,0.0,✅ Low churn risk – maintain engagement
SW-20245,High Value,🎯 Target with loyalty rewards to maintain strong sales,0.0,✅ Low churn risk – maintain engagement
SW-20275,High Value,🎯 Target with loyalty rewards to maintain strong sales,0.0,✅ Low churn risk – maintain engagement
SW-20350,High Value,🎯 Target with loyalty rewards to maintain strong sales,0.02,✅ Low churn risk – maintain engagement
SW-20455,High Value,🎯 Target with loyalty rewards to maintain strong sales,0.01,✅ Low churn risk – maintain engagement
SW-20755,Medium Value,"⚡ Upsell/cross-sell opportunities – high frequency, moderate value",1.0,🚨 High churn risk – send personalized retention offer
SZ-20035,Low Value,💰 High potential – low frequency but high order value,0.0,✅ Low churn risk – maintain engagement
TA-21385,At Risk,🚨 Immediate re-engagement – high churn risk,0.04,✅ Low churn risk – maintain engagement
TB-21055,High Value,🎯 Target with loyalty rewards to maintain strong sales,0.0,✅ Low churn risk – maintain engagement
TB-21175,High Value,🎯 Target with loyalty rewards to maintain strong sales,0.0,✅ Low churn risk – maintain engagement
TB-21190,High Value,🎯 Target with loyalty rewards to maintain strong sales,0.01,✅ Low churn risk – maintain engagement
TB-21250,High Value,🎯 Target with loyalty rewards to maintain strong sales,0.99,🚨 High churn risk – send personalized retention offer
TB-21280,Medium Value,"⚡ Upsell/cross-sell opportunities – high frequency, moderate value",0.99,🚨 High churn risk – send personalized retention offer
TB-21355,High Value,🎯 Target with loyalty rewards to maintain strong sales,0.01,✅ Low churn risk – maintain engagement
TB-21400,Low Value,💰 High potential – low frequency but high order value,0.98,🚨 High churn risk – send personalized retention offer
TB-21520,High Value,🎯 Target with loyalty rewards to maintain strong sales,0.0,✅ Low churn risk – maintain engagement
TB-21595,High Value,🎯 Target with loyalty rewards to maintain strong sales,1.0,🚨 High churn risk – send personalized retention offer
TB-21625,High Value,🎯 Target with loyalty rewards to maintain strong sales,0.0,✅ Low churn risk – maintain engagement
TC-20980,At Risk,🚨 Immediate re-engagement – high churn risk,0.97,🚨 High churn risk – send personalized retention offer
TC-21145,High Value,🎯 Target with loyalty rewards to maintain strong sales,0.0,✅ Low churn risk – maintain engagement
TC-21295,Low Value,💰 High potential – low frequency but high order value,0.01,✅ Low churn risk – maintain engagement
TC-21475,High Value,🎯 Target with loyalty rewards to maintain strong sales,0.0,✅ Low churn risk – maintain engagement
TC-21535,High Value,🎯 Target with loyalty rewards to maintain strong sales,0.0,✅ Low churn risk – maintain engagement
TD-20995,High Value,🎯 Target with loyalty rewards to maintain strong sales,0.0,✅ Low churn risk – maintain engagement
TG-21310,Medium Value,"⚡ Upsell/cross-sell opportunities – high frequency, moderate value",1.0,🚨 High churn risk – send personalized retention offer
TG-21640,High Value,🎯 Target with loyalty rewards to maintain strong sales,0.0,✅ Low churn risk – maintain engagement
TH-21100,Medium Value,"⚡ Upsell/cross-sell opportunities – high frequency, moderate value",1.0,🚨 High churn risk – send personalized retention offer
TH-21115,High Value,🎯 Target with loyalty rewards to maintain strong sales,0.0,✅ Low churn risk – maintain engagement
TH-21235,High Value,🎯 Target with loyalty rewards to maintain strong sales,0.0,✅ Low churn risk – maintain engagement
TH-21550,High Value,🎯 Target with loyalty rewards to maintain strong sales,0.0,✅ Low churn risk – maintain engagement
TM-21010,High Value,🎯 Target with loyalty rewards to maintain strong sales,0.0,✅ Low churn risk – maintain engagement
TM-21490,High Value,🎯 Target with loyalty rewards to maintain strong sales,0.0,✅ Low churn risk – maintain engagement
TN-21040,High Value,🎯 Target with loyalty rewards to maintain strong sales,0.0,✅ Low churn risk – maintain engagement
TP-21130,Low Value,💰 High potential – low frequency but high order value,0.0,✅ Low churn risk – maintain engagement
TP-21415,High Value,🎯 Target with loyalty rewards to maintain strong sales,0.01,✅ Low churn risk – maintain engagement
TP-21565,Medium Value,"⚡ Upsell/cross-sell opportunities – high frequency, moderate value",1.0,🚨 High churn risk – send personalized retention offer
TR-21325,High Value,🎯 Target with loyalty rewards to maintain strong sales,0.95,🚨 High churn risk – send personalized retention offer
TS-21085,Medium Value,"⚡ Upsell/cross-sell opportunities – high frequency, moderate value",0.98,🚨 High churn risk – send personalized retention offer
TS-21160,Medium Value,"⚡ Upsell/cross-sell opportunities – high frequency, moderate value",0.99,🚨 High churn risk – send personalized retention offer
TS-21205,Low Value,💰 High potential – low frequency but high order value,0.97,🚨 High churn risk – send personalized retention offer
TS-21340,High Value,🎯 Target with loyalty rewards to maintain strong sales,1.0,🚨 High churn risk – send personalized retention offer
TS-21370,At Risk,🚨 Immediate re-engagement – high churn risk,0.0,✅ Low churn risk – maintain engagement
TS-21430,High Value,🎯 Target with loyalty rewards to maintain strong sales,0.01,✅ Low churn risk – maintain engagement
TS-21505,High Value,🎯 Target with loyalty rewards to maintain strong sales,0.0,✅ Low churn risk – maintain engagement
TS-21610,High Value,🎯 Target with loyalty rewards to maintain strong sales,0.0,✅ Low churn risk – maintain engagement
TS-21655,High Value,🎯 Target with loyalty rewards to maintain strong sales,0.99,🚨 High churn risk – send personalized retention offer
TT-21070,Low Value,💰 High potential – low frequency but high order value,0.0,✅ Low churn risk – maintain engagement
TT-21220,High Value,🎯 Target with loyalty rewards to maintain strong sales,0.93,🚨 High churn risk – send personalized retention offer
